Time,Main_Contract_Price,Sub_Contract_Price,Price_Gap,MA,SDx2,SDx-2,Buy_Symbol,Buy_Price,Sell_Symbol,Sell_Price,Transaction_Type
2020-07-24 22:18:00,3773.0,3614.0,159.0,143.17442196531792,158.76701793597306,127.5818259946628,RB2101,3614.0,RB2010,3773.0,Open
2020-07-30 22:59:00,3741.0,3595.0,146.0,146.8735549132948,161.80306332608745,131.94404650050217,RB2010,3741.0,RB2101,3595.0,Close
2020-08-03 10:30:00,3834.0,3671.0,163.0,147.6273121387283,162.22902120970494,133.0256030677517,RB2101,3671.0,RB2010,3834.0,Open
2020-08-05 21:15:00,3851.0,3702.0,149.0,149.0378612716763,164.0580881380021,134.0176344053505,RB2010,3851.0,RB2101,3702.0,Close
2020-08-06 09:18:00,3872.0,3741.0,131.0,148.65635838150288,163.3792125209469,133.93350424205886,RB2010,3872.0,RB2101,3741.0,Open
2020-09-07 14:23:00,3795.0,3740.0,55.0,54.80505780346821,96.41121279926915,13.19890280766726,RB2101,3740.0,RB2010,3795.0,Close
2020-09-10 21:03:00,3723.0,3633.0,90.0,51.827312138728324,87.56639518447452,16.088229092982132,RB2101,3633.0,RB2010,3723.0,Open
2020-09-18 13:52:00,3664.0,3604.0,60.0,60.88179190751445,100.77259027811019,20.990993536918708,RB2010,3664.0,RB2101,3604.0,Close
2020-10-09 09:08:00,3620.0,3585.0,35.0,72.58843930635838,109.71371112062582,35.463167492090946,RB2010,3620.0,RB2101,3585.0,Open
